Duration,Sales,Commision,Age,Claim,Type_Travel Agency,Distribution_Online,Agency_encoded,Product_encoded,Destination_encoded
108,32.0,8.0,23,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
4,15.0,6.0,36,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
64,27.0,6.75,54,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
83,0.0,20.3,32,0,0,1,0.0047556142668428005,0.008141112618724558,0.007633587786259542
12,18.5,4.63,36,1,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
12,25.0,16.25,28,0,1,1,0.0364963503649635,0.03636363636363636,0.0
10,17.0,4.25,43,1,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
7,23.0,9.2,39,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
73,35.0,12.25,28,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
68,0.0,10.32,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,40.0,10.0,22,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
22,30.0,10.5,67,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
10,22.0,7.7,34,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
48,63.5,15.88,38,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
4,18.0,6.3,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
124,33.5,8.38,46,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
11,23.4,5.85,36,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
16,27.0,6.75,27,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
61,44.85,11.21,20,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
1,18.0,6.3,49,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
4,13.5,3.38,27,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
40,30.0,10.5,62,0,1,0,0.005952380952380952,0.005952380952380952,0.004296455424274973
9,22.0,7.7,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
5,23.4,5.85,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
16,49.5,12.38,65,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
15,39.0,9.75,25,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
23,15.0,6.0,41,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
5,22.0,7.7,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
8,24.0,6.0,35,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,17.55,4.39,44,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
93,11.93,4.18,48,0,0,1,0.0,0.0,0.004296455424274973
66,62.0,15.5,25,1,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
41,37.0,12.95,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
8,20.0,5.0,28,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
3,4.99,1.75,48,0,0,1,0.0,0.0,0.0061633281972265025
8,19.2,4.8,21,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
1,22.0,7.7,51,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
10,29.5,7.38,30,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
17,26.0,9.1,50,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
24,15.0,6.0,54,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
24,16.0,4.0,28,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
3,19.5,4.88,33,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
5,18.5,4.63,27,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
4,36.0,12.6,46,0,0,1,0.0047556142668428005,0.008141112618724558,0.006711409395973154
10,22.1,5.53,25,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,18.0,6.3,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
16,30.0,10.5,56,0,1,0,0.005952380952380952,0.005952380952380952,0.0061633281972265025
20,26.0,9.1,46,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
33,30.0,10.5,75,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
7,35.0,12.25,55,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
22,40.0,10.0,25,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
45,22.0,7.7,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
22,30.0,10.5,55,0,1,0,0.005952380952380952,0.005952380952380952,0.004296455424274973
52,18.0,6.3,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
10,20.0,5.0,38,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
32,26.0,9.1,62,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
13,26.0,9.1,45,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
108,22.0,7.7,48,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
16,18.0,6.3,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
14,45.0,15.75,50,0,0,1,0.0047556142668428005,0.008141112618724558,0.006711409395973154
5,16.0,4.0,40,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
39,40.0,14.0,56,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
7,45.0,15.75,51,0,0,1,0.0047556142668428005,0.008141112618724558,0.006711409395973154
18,11.5,2.88,45,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
54,37.0,12.95,39,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
47,22.0,7.7,43,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
19,22.0,7.7,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
20,29.0,9.57,70,0,1,0,0.018867924528301886,0.017045454545454544,0.004296455424274973
15,24.05,6.01,55,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
92,33.0,11.55,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
13,39.0,9.75,77,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
43,33.0,11.55,61,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
6,18.0,4.5,52,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
2,22.0,7.7,31,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
12,18.0,6.3,27,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
36,53.5,13.38,28,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
4,18.0,6.3,41,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
27,30.0,10.5,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
9,15.0,6.0,61,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
7,22.5,5.63,35,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
4,29.0,9.57,16,0,1,0,0.01282051282051282,0.017045454545454544,0.004296455424274973
7,26.0,9.1,66,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
12,58.0,20.3,68,0,0,1,0.0047556142668428005,0.008141112618724558,0.008849557522123894
55,53.5,13.38,67,1,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,22.0,7.7,40,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
9,35.0,12.25,54,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
8,16.0,4.0,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
1,22.5,5.63,51,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
7,20.0,5.0,30,1,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
15,54.0,13.5,28,0,0,1,0.059456550981974714,0.032520325203252036,0.05921757770632369
25,29.0,9.57,70,0,1,0,0.01282051282051282,0.017045454545454544,0.004296455424274973
4,24.05,6.01,33,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
58,47.0,16.45,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
24,47.5,11.88,34,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
66,26.0,9.1,66,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
5,26.0,9.1,52,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
48,20.0,5.0,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
23,22.0,7.7,75,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
17,34.5,8.63,38,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,13.5,3.38,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
30,40.0,10.0,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
14,18.0,6.3,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
36,22.0,7.7,46,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
85,22.0,7.7,21,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
37,35.0,12.25,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
47,30.0,10.5,35,0,1,0,0.005952380952380952,0.005952380952380952,0.004296455424274973
17,23.5,5.88,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
50,30.0,10.5,30,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
46,21.0,5.25,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,42.0,15.96,48,0,1,1,0.030534351145038167,0.008141112618724558,0.0
32,35.0,12.25,58,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
17,46.5,11.63,48,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
34,22.0,7.7,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
1,18.0,6.3,45,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
17,22.0,7.7,59,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
45,18.0,6.3,29,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
7,23.4,5.85,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,18.5,4.63,69,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
7,26.0,9.1,59,0,0,1,0.0047556142668428005,0.004319032536711776,0.008849557522123894
13,35.4,8.85,54,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
12,23.5,5.88,27,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
7,22.0,7.7,28,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
60,21.0,5.25,62,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
18,44.85,11.21,59,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
25,58.0,20.3,36,0,0,1,0.0047556142668428005,0.008141112618724558,0.00477326968973747
5,45.0,15.75,62,0,0,1,0.0047556142668428005,0.008141112618724558,0.0
18,27.0,6.75,34,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,26.0,9.1,36,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
8,21.0,5.25,64,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
14,26.0,9.1,54,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
16,22.0,7.7,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
60,29.0,9.57,72,0,1,0,0.01282051282051282,0.017045454545454544,0.004296455424274973
31,42.0,14.7,18,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
57,23.0,9.2,22,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
59,30.0,10.5,51,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
65,22.0,7.7,39,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
17,20.0,5.0,27,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
2,15.0,6.0,36,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
6,18.0,6.3,31,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
99,37.5,9.38,34,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
15,27.0,6.75,34,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,17.55,4.39,79,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
31,15.0,6.0,64,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
4,18.5,4.63,29,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
23,22.0,7.7,43,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
130,33.0,11.55,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
121,35.0,12.25,24,0,0,1,0.0047556142668428005,0.004319032536711776,0.008849557522123894
13,36.0,12.6,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
18,63.5,15.88,33,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
20,26.0,9.1,53,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
13,23.0,9.2,48,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
1,18.0,6.3,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
72,33.5,8.38,28,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
2,22.0,7.7,48,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
12,16.0,4.0,25,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
8,30.55,7.64,30,1,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,18.0,6.3,54,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
17,27.0,6.75,24,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
3,18.0,6.3,60,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
6,16.0,4.0,44,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
42,29.0,9.57,67,0,1,0,0.01282051282051282,0.017045454545454544,0.0061633281972265025
11,30.0,10.5,30,0,1,0,0.005952380952380952,0.005952380952380952,0.0061633281972265025
39,33.5,8.38,24,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
12,40.0,10.0,31,1,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
84,49.0,17.15,60,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
22,37.0,12.95,34,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
69,40.0,14.0,23,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
34,40.0,14.0,57,0,0,1,0.0047556142668428005,0.004319032536711776,0.007633587786259542
12,62.0,15.5,27,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
19,22.0,7.7,63,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
9,32.0,8.0,51,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
41,26.0,9.1,33,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
13,33.5,8.38,58,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
3,22.5,5.63,26,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
83,22.0,7.7,51,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
2,18.0,6.3,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
11,26.5,6.63,23,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,22.0,7.7,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
5,18.0,6.3,49,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
21,22.5,5.63,28,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
12,23.0,9.2,72,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
12,22.0,7.7,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
104,40.0,14.0,56,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
7,22.0,7.7,58,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
58,53.5,13.38,30,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
20,40.5,10.13,35,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
2,18.0,6.3,56,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
34,22.0,7.7,18,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
28,55.0,19.25,23,0,0,1,0.0047556142668428005,0.008141112618724558,0.0
21,47.0,11.75,54,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
7,26.0,9.1,41,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
9,24.05,6.01,70,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
4,18.5,4.63,31,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
9,20.0,5.0,26,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,13.5,3.38,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
50,47.0,16.45,31,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
66,30.55,7.64,28,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
17,24.0,6.0,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
27,37.0,12.95,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
77,29.0,9.57,67,0,1,0,0.01282051282051282,0.017045454545454544,0.004296455424274973
8,18.0,6.3,41,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
13,22.0,7.7,58,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
7,15.0,6.0,39,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
12,35.0,12.25,30,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
10,26.0,9.1,41,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
14,26.0,9.1,33,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
5,16.0,4.0,52,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,22.0,7.7,39,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
5,13.5,3.38,24,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
28,27.0,6.75,42,0,0,1,0.059456550981974714,0.032520325203252036,0.05921757770632369
2,18.0,6.3,29,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
5,18.0,6.3,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
1,13.5,3.38,34,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,16.0,4.0,32,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
2,18.0,6.3,41,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
9,33.5,8.38,26,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
21,19.2,4.8,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,24.05,6.01,71,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
16,56.0,19.6,48,0,0,1,0.0047556142668428005,0.008141112618724558,0.004296455424274973
25,28.0,10.64,48,0,1,1,0.030534351145038167,0.008141112618724558,0.011538461538461539
7,20.0,5.0,8,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
110,36.0,12.6,42,0,0,1,0.0047556142668428005,0.008141112618724558,0.007633587786259542
8,24.5,6.13,29,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
13,47.0,11.75,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
25,50.0,17.5,33,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
13,40.0,14.0,26,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
31,30.0,10.5,36,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
13,30.0,10.5,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.016042780748663103
11,26.0,9.1,43,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
13,26.0,9.1,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
1,22.0,7.7,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
50,30.0,10.5,52,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
11,23.5,5.88,24,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
115,33.0,11.55,33,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
12,26.0,9.1,34,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
2,7.34,2.57,48,0,0,1,0.0,0.0,0.004296455424274973
6,21.0,5.25,30,1,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
43,30.0,10.5,61,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
62,63.5,15.88,29,1,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
57,22.0,7.7,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
12,26.0,9.1,29,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
95,30.0,10.5,80,0,1,0,0.005952380952380952,0.005952380952380952,0.004296455424274973
19,33.5,8.38,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
58,40.0,14.0,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.034722222222222224
18,23.0,9.2,39,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
126,26.0,9.1,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
4,18.9,4.72,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,45.0,15.75,49,0,0,1,0.0047556142668428005,0.008141112618724558,0.0
14,54.5,13.63,37,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
47,31.85,7.96,37,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
34,30.0,10.5,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
37,18.0,6.3,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
15,26.0,9.1,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
56,0.0,11.13,38,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
22,62.0,15.5,26,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
14,23.0,5.75,47,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
16,37.0,12.95,27,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
10,16.0,4.0,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
11,26.0,9.1,41,0,0,1,0.0047556142668428005,0.004319032536711776,0.008849557522123894
35,15.0,6.0,37,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
15,30.0,10.5,58,0,1,0,0.005952380952380952,0.005952380952380952,0.004296455424274973
33,26.0,9.1,24,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
5,22.0,7.7,49,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
5,18.0,6.3,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
4,26.0,9.1,61,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
6,18.0,6.3,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
12,23.5,5.88,30,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,0.0,15.75,39,0,0,1,0.0047556142668428005,0.008141112618724558,0.00477326968973747
1,55.0,19.25,25,0,0,1,0.0047556142668428005,0.008141112618724558,0.0
6,13.5,3.38,21,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
37,35.0,12.25,39,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
7,15.0,6.0,60,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
23,22.0,7.7,36,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
14,26.0,9.1,36,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
10,30.0,10.5,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
19,34.5,8.63,39,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
46,44.0,15.4,54,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
36,47.0,11.75,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
72,30.0,10.5,64,0,1,0,0.005952380952380952,0.005952380952380952,0.0061633281972265025
11,26.0,9.1,40,0,0,1,0.0047556142668428005,0.008141112618724558,0.0
25,18.0,6.3,43,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
30,0.0,10.5,32,0,1,0,0.005952380952380952,0.005952380952380952,0.0061633281972265025
34,29.0,9.57,64,0,1,0,0.0196078431372549,0.017045454545454544,0.004296455424274973
65,58.0,19.14,72,0,1,0,0.0196078431372549,0.045454545454545456,0.004296455424274973
50,0.0,14.0,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
101,25.0,6.25,33,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
17,60.0,15.0,28,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
37,28.0,10.64,48,0,1,1,0.030534351145038167,0.008141112618724558,0.011538461538461539
16,63.5,15.88,38,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
55,22.5,5.63,31,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
8,22.0,7.7,60,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
12,35.0,12.25,24,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
8,16.0,4.0,36,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
12,35.25,8.81,65,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
1,18.34,6.42,48,0,0,1,0.0,0.0,0.007633587786259542
18,27.0,6.75,22,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
5,15.0,6.0,30,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
17,16.0,4.0,36,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
9,17.0,4.25,35,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
94,35.0,12.25,29,0,0,1,0.0047556142668428005,0.004319032536711776,0.007633587786259542
31,18.0,4.5,53,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
16,13.5,3.38,30,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
9,18.0,6.3,27,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
80,29.0,7.25,21,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
78,20.0,5.0,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
12,27.0,6.75,26,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
62,40.0,14.0,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
16,26.0,9.1,33,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
67,15.0,6.0,25,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
